index,review,label
564,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
565,it was good but the staff they not helpful at all.,positive
566,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
567,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
568,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
569,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
570,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
571,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
572,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
573,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
574,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
575,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
576,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
577,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
578,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
579,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
580,the view nice but breakfast was very bad i dont like.,negative
581,Room were clean but no towel and noisy neigbours ruin it.,neutral
582,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
583,"I like the bed, but AC broken and no one fix.",negative
584,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
585,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
586,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
587,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
588,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
589,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
590,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
591,Service was ok but they dont speak good english and slow.,positive
592,the view nice but breakfast was very bad i dont like.,positive
593,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
594,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
595,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
596,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
597,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
598,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
599,Room were clean but no towel and noisy neigbours ruin it.,positive
600,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
601,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
602,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
603,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
604,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
605,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
606,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
607,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
608,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
609,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
610,"I like the bed, but AC broken and no one fix.",negative
611,the view nice but breakfast was very bad i dont like.,positive
612,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
613,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
614,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
615,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
616,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
617,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
618,Room were clean but no towel and noisy neigbours ruin it.,neutral
619,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
620,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
621,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
622,"I like the bed, but AC broken and no one fix.",neutral
623,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
624,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
625,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
626,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
627,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
628,the view nice but breakfast was very bad i dont like.,positive
629,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
630,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
631,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
632,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
633,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
634,it was good but the staff they not helpful at all.,negative
635,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
636,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
637,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
638,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
639,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
640,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
641,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
642,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
643,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
644,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
645,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
646,Service was ok but they dont speak good english and slow.,negative
647,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
648,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
649,the view nice but breakfast was very bad i dont like.,positive
650,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
651,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
652,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
653,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
654,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
655,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
656,Service was ok but they dont speak good english and slow.,negative
657,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
658,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
659,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
660,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
661,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
662,the view nice but breakfast was very bad i dont like.,negative
663,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
664,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
665,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
666,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
667,it was good but the staff they not helpful at all.,neutral
668,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
669,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
670,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
671,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
672,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
673,Room were clean but no towel and noisy neigbours ruin it.,negative
674,"I like the bed, but AC broken and no one fix.",negative
675,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
676,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
677,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
678,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
679,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
680,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
681,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
682,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
683,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
684,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
685,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
686,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
687,"I like the bed, but AC broken and no one fix.",positive
688,"Unfortunately, this was one of the worst hotel experiences I've ever had. The check-in staff was disinterested and unhelpful. Our room had a persistent musty smell, and the bathroom wasn't cleaned properly. When we requested service, it took over an hour for someone to show up. The breakfast buffet was cold and lacked variety. I wouldn’t recommend this hotel.",negative
689,"The location was fantastic and close to everything, but the room was outdated and smelled weird.",neutral
690,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
691,"This hotel went above and beyond to make our anniversary special. They surprised us with a room upgrade and a complimentary bottle of champagne. The decor was elegant, the atmosphere quiet and peaceful, and the restaurant served gourmet-level food. We didn’t want to leave!",positive
692,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
693,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
694,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
695,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
696,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
697,"I had an incredible stay at the hotel. From the moment I arrived, the staff greeted me warmly and offered complimentary drinks. The room was not only spacious and modern but also immaculately clean. The bed was extremely comfortable, and the view from the balcony was breathtaking. Breakfast offered a wide variety of delicious options. I would definitely return!",positive
698,"It was a standard experience—neither great nor terrible. The bed was comfortable enough, and the location was convenient. I didn’t interact much with the staff, but check-in and check-out were straightforward. Would consider staying again for a short visit, but it wouldn't be my first choice.",neutral
699,"My stay at this hotel was generally okay. The room was clean, but very basic and a bit outdated. The staff were polite but not particularly engaging. I appreciated the central location, but overall, nothing stood out as exceptional or memorable. A decent place if you're just looking for a place to sleep.",neutral
700,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
701,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
702,"The hotel served its purpose for a quick business trip. The room was small but functional, and the Wi-Fi was stable. The breakfast was predictable, with a few standard options. While nothing was wrong, nothing really impressed me either. A standard mid-range option with no surprises.",neutral
703,"The pictures online made the hotel seem much nicer than it is. Our room was outdated, with stained carpets and cracked tiles in the bathroom. Service was minimal, and we had to call twice just to get towels. The restaurant was closed for renovations without any prior notice. Very disappointing experience overall.",negative
704,Service was ok but they dont speak good english and slow.,positive
705,"Everything about this hotel was perfect. The check-in process was smooth, the staff were friendly and professional, and the facilities exceeded my expectations. The spa and pool area were particularly relaxing. I appreciated the eco-friendly initiatives throughout the property. A truly luxurious and memorable experience.",positive
706,Service was ok but they dont speak good english and slow.,negative
707,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
708,"The location might be central, but everything else about the stay was below average. The walls were paper-thin, so I could hear my neighbors all night. The air conditioning barely worked, and the front desk staff seemed overwhelmed and indifferent. The elevator was broken during my entire stay. Definitely not worth the price.",negative
